V1,V2,V3,V4
264279091CONSUMER,CU TN CONSUMER CREDIT UNION     ,N,Y20141107
264279321APPALACHN,COM FCU APPALACHIAN COMMUNITY FCU     ,Y,SN20120418
264279350EASTMAN,CR UNION EASTMAN CREDIT UNION     ,Y,Y20140117
264279554TNCONNECT,CU TNCONNECT CREDIT UNION      ,N,Y20150109
264279567KNOXVIL,TVA EMP CUKNOXVILLE TVA EMPLOYEES CREDIT UNION   ,Y,N20110726
264279606KNOXVILLE,TCH FCU KNOXVILLE TEACHERS FCU     ,Y,Y20101004
264279800UT,FCU UT FEDERAL CREDIT UNION     ,N,Y20150324
264281364ENRICHMENT,FCU ENRICHMENT FEDERAL CREDIT UNION     ,Y,Y20141010
264281416ORNL,FCU ORNL FEDERAL CREDIT UNION     ,Y,Y
264281432Y12,FCU Y12 FEDERAL CREDIT UNION     ,Y,Y20140910
265070435GULF,COAST BT NO GULF COAST BANK & TRUST COMPANY ,Y,Y
265070532FIDELITY,BK FIDELITY BANK       ,Y,Y20150202
265070545FIFTH,DIST SAV BK FIFTH DISTRICT SAVINGS BANK   ,Y,SY20050412
265070574BK,OF NEW ORLEANS BANK OF NEW ORLEANS   ,Y,Y20090423
265070590HIBERNIA,BK LA HIBERNIA BANK      ,Y,N20110701
265070671MUTUAL,SAV AND LN MUTUAL SAVINGS AND LOAN ASSOCIATION  ,Y,Y19991230
265070736ST,INVSTR BK LA STATE-INVESTORS BANK     ,N,Y20101202
265070749UNION,S&L ASSOC LAUNION SAVINGS & LOAN ASSOCIATION   ,Y,N20110127
265075087ASI,FED CU A S I FCU    ,Y,N20110921
265075825GREATER,NO FCU GREATER NEW ORLEANS FCU    ,Y,Y20110926
265270002ABBEVILLE,"BLDG ABBEVILLE BUILDING & LOAN, SSB    ",Y,Y19990817
265270303HOME,"BANK NA HOME BANK, NATIONAL ASSOCIATION    ",Y,N20150227
265270345FST,FED BK OF LA FIRST FEDERAL BANK OF LOUISIANA ,Y,Y20020419
265270413IBERIABANK,IBERIABANK         ,Y,Y20030513
265273054HEART,OF LA FCU HEART OF LOUISIANA FCU   ,Y,N20110331
265274370CONOCO,LA EMP CU HERITAGE CREDIT UNION    ,Y,SN20141126
265274435LAFAYETTE,SCH FCU LAFAYETTE SCHOOLS FCU     ,Y,N
265274574CALCASIEU,T E CU CALCASIEU TEACHERS EMPLOYEES CU   ,Y,N20110110
265274736ACCESS,OF LA FCU ACCESS OF LOUISIANA FCU   ,Y,Y20140908
265274859CSE,FCU CSE FEDERAL CREDIT UNION     ,Y,Y20141017
265370915FIRST,SOUTHERN BK FIRST SOUTHERN BANK     ,Y,Y20090921
265371066GRAND,BK SAVINGS GRAND BANK FOR SAVINGS FSB   ,Y,N
265377028SOUTHERN,MISS FCU SOUTHERN MISSISSIPPI FCU     ,Y,N20140801
265377549MISS,FCU MISSISSIPPI FEDERAL CREDIT UNION     ,Y,SN20090415
265377633CENTRAL,SUNBELT CUCENTRAL SUNBELT FCU      ,N,Y20141107
265377756MUNA,FCU MUNA FEDERAL CREDIT UNION     ,Y,SN20060331
265377811FERGUSON,FCU FERGUSON FEDERAL CREDIT UNION     ,Y,N20150309
265377840SINGING,RIVER FCU SINGING RIVER FEDERAL CREDIT UNION   ,Y,N20010322
265377950NAVIGATOR,CU NAVIGATOR CREDIT UNION      ,Y,Y20150723
265378166MUTUAL,CU MUTUAL CREDIT UNION      ,Y,Y20150326
265470242FLA,PARISHES BANK FLORIDA PARISHES BANK     ,Y,N20091021
265473207TANGIPAHOA,PARISH TANGIPAHOA PARISH TEACHERS CU     ,Y,SN20141015
265473317NEIGHBORS,FCU NEIGHBORS FEDERAL CREDIT UNION     ,Y,SY20140219
265473320BATON,ROUGE FCU BATON ROUGE TELCO FCU    ,Y,N20110915
265473401CAMPUS,FCU CAMPUS FEDERAL CREDIT UNION     ,Y,Y20110915
265473472DEPT,OF CORR CU LADEPARTMENT OF CORRECTIONS CU   ,Y,Y20100407
265473485PELICAN,ST CU PELICAN STATE CREDIT UNION    ,Y,Y20120120
265473511EFCU,FINANCIAL FCUEFCU FINANCIAL FEDERAL CREDIT UNION    ,Y,Y20150226
265473582LA,CAPITOL FCU LA CAPITOL FEDERAL CREDIT UNION   ,Y,Y20121218
265473663POSTAL,CR UNION POSTAL CREDIT UNION     ,Y,N20110114
265473812ZELLCO,FCU ZELLCO FEDERAL CREDIT UNION     ,Y,Y
265474109JEFFERSON,FIANCIALJEFFERSON FINANCIAL CREDIT UNION      ,Y,Y20140623
265476440ESSENTIAL,FCU ESSENTIAL FEDERAL CREDIT UNION     ,Y,N20150209
265482382LA,CORP CU LOUISIANA CORPORATE CREDIT UNION    ,Y,Y
265577585KEESLER,CR UNION KEESLER FEDERAL CREDIT UNION    ,Y,Y20120419
266080107DADE,COUNTY FCU DADE COUNTY FEDERAL CREDIT UNION   ,N,Y20141107
266080204POWER,FINANCIAL CUPOWER FINANCIAL CREDIT UNION     ,Y,Y20061012
266086554CITICORP,"FL CITIBANK, N.A.       ",Y,N20141107
267077627IBM,SE EMP CU IBM SOUTHEAST EMPLOYEES CREDIT UNION  ,Y,Y20150701
267077821SO,FLA EDU FED CU SOUTH FLORIDA EDUCATIONAL FED CR UN,Y,Y20120619
267077847TROPICAL,FCU TROPICAL FINANCIAL CREDIT UNION     ,Y,Y20120829
267077850UNIVERSITY,CR UN UNIVERSITY CREDIT UNION     ,Y,N20110815
267078299BRIGHTSTAR,CU BRIGHTSTAR CREDIT UNION      ,Y,Y20140106
267078325WE,FLORIDA FINANCIWE FLORIDA FINANCIAL      ,Y,N20141107
267079557KEYS,FCU KEYS FEDERAL CREDIT UNION     ,Y,N
267080355JETSTREAM,FCU JETSTREAM FEDERAL CREDIT UNION     ,Y,N20100826
267080614RYDER,FCU MIA RYDER SYSTEM FED CU    ,Y,N20100819
267080876COMPASS,FINANCIAL COMPASS FINANCIAL FCU      ,Y,SN20080613
267081118PEOPLES,CU PEOPLES CREDIT UNION      ,Y,Y20141218
267082201BAPTST,HLTH SF FCUBAPTIST HEALTH SOUTH FLORIDA FCU   ,Y,SN20110811
267083271VELOCITY,COMM FCU VELOCITY COMMUNITY FCU     ,Y,Y20141103
267083336GOLD,COAST FCU GOLD COAST FEDERAL CREDIT UNION   ,Y,N20010719
267084131JPMCHASE,"JPMORGAN CHASE BANK, NA      ",Y,N20101129
267087769INTERAMERICAN,BK INTERAMERICAN BANK FSB      ,Y,Y20130507
267089712FIRSTBANK,FLORIDA FIRSTBANK PUERTO RICO      ,Y,N20090703
267090060DESJARDINS,"BANK NADESJARDINS BANK, NATIONAL ASSOC     ",Y,N20040105
267090455GIBRALTAR,PRIVATE GIBRALTAR PRIVATE BANK & TRUST CO   ,Y,Y20090311
267090594BANKUNITED,"NA FL BANKUNITED, NA      ",Y,Y20120306
267090620SOUTHBANK,"FED SAV CENTERSTATE BANK OF FLORIDA, NA   ",Y,Y20150724
267091027MACKINAC,"SVG BK FLMACKINAC SAVINGS BANK, FSB    ",Y,N20150804
271070584CENTRAL,S&L CHGO CENTRAL FEDERAL S&L     ,Y,Y
271070681COMM,SAV BK CHGO COMMUNITY SAVINGS BANK    ,Y,Y
271070801CITIBANK,"FSB CHGO CITIBANK, N.A.      ",Y,N20141107
271070814FRST,HEGEWISCH CHGFIRST SAVINGS BANK OF HEGEWISCH    ,Y,Y
271070843PARK,FEDERAL SAVGSPARK FEDERAL SAVINGS BANK     ,Y,Y20130412
271070908HOYNE,SB CHICAGO HOYNE SAVINGS BANK     ,Y,Y20140428
271070924ILL,SVC FED ILLINOIS SERVICE FEDERAL S&L    ,Y,Y20120201
271071004LBRTY,BK SVGS CHGOLIBERTY BANK FOR SAVINGS    ,Y,Y
271071033LOOMIS,FEDERAL LOOMIS FEDERAL S & L ASSN   ,Y,N20020903
271071101N,SHORE WILMETTE WINTRUST BANK      ,Y,N20140702
271071114NORTHSIDE,FSL CHGONORTH SIDE FEDERAL SAV & LOAN CHGO  ,Y,N20141107
271071198PROSPECT,FSB WORTHPROSPECT FEDERAL SAVINGS BANK     ,Y,SN20141107
271071224PULASKI,SVG BK CHGPULASKI SAVINGS BANK     ,Y,Y
271071253ROYAL,SAVINGS BK ROYAL SAVINGS BANK     ,Y,Y20090608
271071321RBS,"CITIZENS, N.A.CITIZENS BANK, NATIONAL ASSOCIATION     ",Y,N20141107
271071415WASHINGTON,FEDERALWASHINGTON FEDERAL BANK FOR SAVINGS     ,Y,SY20090813
271078094CHICAGO,MUN ECU CHICAGO MUNICIPAL EMPLOYEES C U   ,Y,N20100729
271078146CHICAGO'S,PATROL THE CHICAGO PATROLMENS FEDERAL CU    ,Y,Y20140417
271078719FIRST,NORTHERN FIRST NORTHERN CREDIT UNION     ,Y,SN20110224
271080817SELFRELIANCE,FED SELFRELIANCE UKRANIAN AMERICAN FCU     ,Y,Y20140121
271081502UNITED,CU CHICAGO UNITED CREDIT UNION     ,Y,N20141107
271081528ALLIANT,CREDIT UNIALLIANT CREDIT UNION      ,Y,N20111121
271081560MAROON,FINANCL CU MAROON FINANCIAL CREDIT UNION    ,Y,Y20150713
271170390CHMPIGN,SVGS BANK FIRST FEDERAL SVGS BK OF CHAMPAIGN  ,Y,N20141107
271171674FIRST,SAVINGS BANKFIRST SAVINGS BANK      ,Y,SN20120222
271171988UNION,SVGS FRPRT UNION SAVINGS BANK     ,Y,Y
271172275UNION,FEDERAL S&L UNION FEDERAL S & L ASSN.  ,Y,SY20130107
271172521FIRST,FED MATTOON FIRST FEDERAL S&L OF MATTOON   ,Y,N20121114
271172644SECURITY,MONMOUTH SECURITY SAVINGS BANK      ,Y,Y
271172987FIRST,"B&T PARIS FIRST BANK & TRUST, IL   ",Y,N20150422
271173452SECURITY,"BANK S.B.SECURITY BANK, S.B.      ",Y,Y20020605
271173494STERLING,"FED BK STERLING FEDERAL BANK, F.S.B.    ",Y,Y20090112
271173724IROQUOIS,FED S&L IROQUOIS FED S&L     ,Y,Y20100924
271176200STATE,FARM FCU STATE FARM FEDERAL CREDIT UNION   ,Y,Y20120319
271176899UNIVERSITY,IL CU UNIVERSITY OF ILLINOIS EMPL C U  ,Y,Y20141204
271182919DECATUR,EARTH C U DECATUR EARTHMOVER C U   ,Y,Y20140401
271183646VIBRANT,CU IL VIBRANT CREDIT UNION     ,Y,SN20150504
271183662I,H MISSISSIPPI I H MISSISSIPPI VALLEY C/U   ,Y,Y20141223
271183701CIT,EQTY FED CR UNCITIZENS EQUITY FIRST CREDIT UNION  ,Y,Y20120824
271184425CORNERSTONE,CU CORNERSTONE CREDIT UNION      ,Y,N20110708
271186423DEERE,& COMPANY DEERE EMPLOYEES CREDIT UNION    ,Y,Y20100624
271188081CU,ONE RANTOUL CREDIT UNION 1     ,Y,N20141107
271188337RIA,FED CR UN RIA FEDERAL CREDIT UNION   ,Y,Y20121024
271250087ASSOC,"TRUST CO NA ASSOCIATED TRUST COMPANY, N.A.   ",N,Y20030926
271274128MUTUAL,BANK MUTUAL BANK       ,Y,N20080718
271274241LAPORTE,SAVINGS BKTHE LA PORTE SAVINGS BANK    ,Y,Y
271290681INOVA,FCU INOVA FEDERAL CREDIT UNION     ,Y,Y20111017
271291017INTERRA,CU INTERRA CREDIT UNION      ,Y,SY20140925
271291596NORTRE,DAME FCU NOTRE DAME FEDERAL CREDIT UNION   ,Y,Y20040823
271291826TEACHERS,CU S BENDTEACHERS CREDIT UNION     ,Y,N20141107
271970079BEN,FRANKLIN BANK BEN FRANKLIN BANK OF ILLINOIS   ,Y,Y19990831
271970299MIDLAND,BRIDGEVIEWMIDLAND FEDERAL SAVINGS AND LOAN     ,Y,N
271970448A,J SMITH FSB A.J. SMITH FEDERAL SVGS BK  ,Y,Y20140611
271971502CENTRAL,FED S&L CENTRAL FEDERAL SAVINGS & LOAN ASSN.  ,Y,Y20081218
271971599WEST,TOWN BK & TR WEST TOWN BANK & TRUST ,Y,SN20140909
271972103HARVARD,FED S&L HARVARD SAVINGS BANK     ,Y,Y20100513
271972239CENTRUE,BANK CENTRUE BANK       ,Y,N20141107
271972381BMO,HARRIS BANK NABMO HARRIS BANK NA    ,Y,N20141107
271972404LISLE,SAVINGS LISLE SAVINGS BANK      ,Y,Y20101104
271972569MCHENRY,SAVINGS BKMCHENRY SAVINGS BANK      ,Y,Y20041223
271972572TCF,BK IL RCKFRD TCF NATIONAL BANK    ,Y,N20141107
271972653MORRIS,FS&LN HARVARD SAVINGS BANK      ,Y,N20100331
271972718PARK,"NATIONAL BANKUS BANK, NA      ",Y,N20130320
271972828MARQUETTE,BANK MARQUETTE BANK       ,Y,N20141107
271972899FINANCIAL,OLYMPIA BANKFINANCIAL FSB       ,Y,Y20070627
271972912FIRST,FSB OTTAWA FIRST FEDERAL SAVINGS BANK    ,Y,N
271972925OTTAWA,SAVINGS BK OTTAWA SAVINGS BANK     ,Y,SN20090528
271973128PERU,FEDERAL SVGS PERU FEDERAL SVGS BANK    ,Y,N20020819
271973762NORTH,SHORE TRUST NORTH SHORE TRUST AND SAVINGS   ,Y,N20021129
271973788CARDUNAL,"SB FSB US BANK, NA     ",Y,N20141107
271973924PEOPLES,BK MUNSTERPEOPLES BANK SB      ,Y,Y
271974017AMERICAN,COMMUNITYAMERICAN COMMUNITY BANK OF INDIANA     ,Y,Y20150112
271974059LAKE,"FED HAMMOND LAKE FEDERAL BANK, FSB    ",Y,SY20110211
271974062MAINSOURCE,BANK MAINSOURCE BANK       ,Y,N20110310
271974224LIBERTY,"SAVINGS LIBERTY SAVINGS ASSOCIATION, F.A.     ",Y,SN20120413
271975401METRO,FED CU METRO FEDERAL CREDIT UNION    ,Y,Y20111216
271976523ILLIANA,CREDIT UN ILLIANA FINANCIAL CREDIT UNION    ,Y,SY20110322
271983833KANE,CO TEACH ELG KANE COUNTY TEACHERS CREDIT UNION  ,Y,Y20110628
271984311MOTOROLA,EMP CU MOTOROLA CU      ,Y,Y20140711
271984832GREAT,LAKES CU GREAT LAKES CREDIT UNION    ,Y,N20120305
271984861COMMUNITY,TRST C.UCOMMUNITY TRUST CREDIT UNION     ,Y,Y20150213
271985213NUMARK,CU NUMARK CREDIT UNION      ,Y,Y20140318
271985352JOLIET,WIRECO FCU NEW CENTURY FEDERAL CREDIT UNION   ,Y,SN20120106
271986801MEADOWS,CR ARLNGTNMEADOWS CREDIT UNION      ,Y,Y20111209
271986869NORTHSTAR,CU NORTHSTAR CREDIT UNION      ,Y,SN20131015
271987075CORPORATE,AMER CU CORPORATE AMERICA FAMILY C U   ,Y,Y20110302
271987635ALLOYA,CORP FCU ALLOYA CORPORATE FEDERAL CREDIT UN   ,Y,Y20111024
271988854ROMEOVILLE,COMM CUROMEOVILLE COMM C/U      ,Y,N
271988980PREMIER,CU PREMIER CREDIT UNION      ,N,Y20141107
271989112FIRST,FINANCIAL CUFIRST FINANCIAL CREDIT UNION     ,Y,N20100325
271989950CONSUMERS,COOP CU CONSUMERS COOPERATIVE CREDIT UNION    ,Y,Y20111020
271990198DUPAGE,CREDIT UN DUPAGE CREDIT UNION     ,Y,Y20150430
271990994TECH,FEDERAL CU TECH CREDIT UNION     ,Y,SN20100520
271992183HEALTHCARE,CU HEALTHCARE ASSOCIATES CREDIT UNION     ,Y,SY20140530
271992400BAXTER,CREDIT UNIOBAXTER CREDIT UNION      ,Y,Y20000816
272078268LAKE,TRUST CU LAKE TRUST CREDIT UNION    ,Y,Y20101015
272078365MICHIGAN,FIRST CU MICHIGAN FIRST CREDIT UNION    ,Y,Y20150224
272079021COMM,CHOICE CU COMMUNITY CHOICE CREDIT UNION    ,Y,N20100303
272079432UKRAIN,SLFRL MI CUUKRAINIAN SELFRELIANCE MI FED CU   ,Y,N
272079487PBLC,SRV CU WSTLNDPUBLIC SERVICE CREDIT UNION    ,Y,Y20090206
272471072HOMESTEAD,"ALBION HOMESTEAD SVGS BK, F.S.B.     ",Y,N20000622
272471085FIRST,FED S&L ALPEFIRST FEDERAL OF NORTHERN MICHIGAN   ,Y,N20141107
272471153EDGEWATER,BANK EDGEWATER BANK       ,Y,Y20121120
272471166EATON,FED SAV EATON FEDERAL SAVINGS BANK    ,Y,N20130422
272471179CHEMICAL,MIDLAND CHEMICAL BANK       ,Y,N20150511
272471483WOLVERINE,"BK FSB WOLVERINE BANK, FSB     ",Y,Y20150106
272471519NEW,"BUFFALO SVGS NEW BUFFALO SVGS BK, A FED SVGS BK",Y,N
272471548GREAT,LAKES F S B TCF NATIONAL BANK   ,Y,N20141107
272471551TALMER,BK & TRUST TALMER BANK AND TRUST   ,Y,N20110919
272471632STURGIS,BK & TR STURGIS BANK & TRUST COMPANY  ,Y,Y20000111
272471661CHEMICAL,BANK CHEMICAL BANK       ,Y,N20141217
272471849STERLING,"SVGS B&T STERLING BANK & TRUST, F.S.B.   ",Y,Y
272471852FLAGSTAR,"BK FSB FLAGSTAR BANK, FSB     ",Y,Y20010319
272476543UNIV,MICHIGAN CU UNIVERSITY OF MICHIGAN C/U    ,Y,Y20140801
272476734KELLOGG,COMM FCU KELLOGG COMM FEDERAL CREDIT UNION   ,Y,Y20020911
272476776UNITED,ED CU UNITED EDUCATIONAL CREDIT UNION    ,N,Y20141107
272477432EXTRA,C.U. EXTRA CREDIT UNION      ,Y,Y20120720
272477681UNITED,CHURCHES CUUNITED CHURCHES CREDIT UNION     ,Y,SN20140404
272477694ZEAL,CU ZEAL CREDIT UNION      ,Y,Y20150326
272478075ALLOYA,CORP FCU ALLOYA CORPORATE FEDERAL CREDIT UN   ,Y,N20130701
272479663MSU,FEDERAL CU M S U FEDERAL CREDIT UNION  ,Y,Y20140618
272479841C,U ONE FERNDALE CREDIT UNION ONE    ,Y,N
272479919DORT,FCU FLINT DORT FEDERAL CREDIT UNION    ,Y,Y20140815
272479935ELGA,CU ELGA CREDIT UNION      ,Y,Y20141114
272479980GENESEE,FIRST FCU SAGELINK CREDIT UNION     ,N,Y20141107
272479993FLINT,ARE SCH EMPLFLINT AREA SCHOOL EMPL CU   ,Y,Y20140414
272480047GENISYS,CU GENISYS CREDIT UNION      ,Y,N20150731
272480115SECURITY,CU SECURITY CREDIT UNION      ,Y,Y20140508
272480128WEST,AUTO EMPY FCUFINANCIAL PLUS CREDIT UNION    ,N,Y20141107
272480131FRANKENMUTH,CU FRANKENMUTH CREDIT UNION      ,N,Y20150605
272480173MACOMB,SCHL GOV CUMICHIGAN SCHOOLS & GOV. CREDIT UNION  ,N,Y20141204
272480199GERBER,FCU GERBER FEDERAL CU      ,N,Y20150729
272480432OPTION,1 CU OPTION 1 CREDIT UNION    ,Y,Y20150331
272480678LAKE,MICHIGAN CU LAKE MICHIGAN CREDIT UNION    ,Y,Y20050303
272481567AMERICAN,JACKS AMERICAN 1 CREDIT UNION     ,Y,N20141107
272481583JACK,CONSUMER EFCUCP FEDERAL CREDIT UNION     ,Y,Y20140902
272481839CONSUMERS,CU CONSUMERS CREDIT UNION      ,Y,N20070426
272481871ED,COMMUNITY CU EDUCATIONAL COMMUNITY CREDIT UNION    ,N,Y20141107
272481981CASE,CU LANSING CASE CREDIT UNION     ,Y,Y20141027
272482003CONSUMER,PRO CU CONSUMERS PROFESSIONAL CREDIT UNION    ,Y,N20110824
272482061LAFCU-MI,LAFCU         ,Y,SY20150714
272482265LAKE,TRUST CU LAKE TRUST CREDIT UNION    ,Y,N20110331
272482508MICHIGAN,ED CU MICHIGAN EDUCATIONAL CREDIT UNION    ,N,Y20141107
272482838DOW,CHEM EMPL CU DOW CHEMICAL EMPLOYEES CU   ,Y,Y20110225
272482841MEMBERS,1ST CU MEMBERS FIRST CREDIT UNION    ,Y,Y20021121
272482883MONROE,CNTY COM CUMONROE COUNTY COMMUNITY CU    ,Y,Y20120206
272483015ISABELLA,COMM CU ISABELLA COMMUNITY C/U     ,Y,N20110927
272483633ADVIA,ADVIA CREDIT UNION       ,N,Y20141107
272483743COMM,FCU PLYMOUTH COMMUNITY FINANCIAL CREDIT UNION    ,Y,N20130207
272483808OAKLAND,CNTY CU OAKLAND COUNTY CREDIT UNION    ,N,Y20141107
272483905GENISYS,CU GENISYS CREDIT UNION      ,Y,Y20081204
272484289CHRISTIAN,FIN. CU CHRISTIAN FINANCIAL CREDIT UNION    ,Y,N20130927
272484441CATHOLIC,FED C.U. CATHOLIC FEDERAL CREDIT UNION    ,N,Y20141107
272484470TEAM,ONE C.U. TEAM ONE CREDIT UNION    ,N,Y20141107
272484713WILDFIRE,C U WILDFIRE CREDIT UNION     ,Y,Y20140825
272484807WANIGAS,WANIGAS CREDIT UNION       ,N,Y20141107
272484852HONOR,CREDIT UNIONHONOR CREDIT UNION      ,Y,Y20140514
272484894UNITED,FCU UNITED FEDERAL CREDIT UNION     ,Y,N20100823
272484988PEOPLES,TRUST CU PEOPLE DRIVEN CREDIT UNION    ,N,Y20150401
272485291TLC,COMM CR UNION TLC COMMUNITY CR UN   ,N,Y20141107
2724853854FRONT,4FRONT CREDIT UNION       ,N,Y20150408
272486025NORTHERN,AREA FCU NORTHLAND AREA FEDERAL CREDIT UNION   ,N,Y20141107
273073974FIRST,CLASS CU FIRST CLASS CREDIT UNION    ,Y,N20110616
273074339POLK,COUNTY POLK COUNTY CREDIT UNION     ,Y,SN20130416
273074407COMMUNITY,CHOICE COMMUNITY CHOICE CREDIT UNION     ,N,Y20141107
273970116METABANK,METABANK         ,Y,Y20111122
273970187CITIZENS,DAVENPORTFIRST MIDWEST BANK       ,Y,N20030815
273970514US,"BANK IOWA US BANK, NA     ",Y,N20130221
273970682NORTHWEST,BANK NORTHWEST BANK       ,Y,Y20080925
273970941CORNERSTONE,BANK CORNERSTONE BANK       ,Y,N20140805
273972583GREATER,IOWA CU GREATER IOWA CREDIT UNION    ,Y,Y20140414
273972871FIRST,FEDERAL COMMFIRST FEDERAL CREDIT UNION     ,N,Y20141001
273972949COLLINS,COMM CU COLLINS COMMUNITY CREDIT UNION    ,Y,Y20101217
273973456ALCOA,BETTENDORF ASCENTRA CREDIT UNION      ,Y,Y20141231
273974549DU,TRAC COMMUNITY DU TRAC COMMUNITY CREDIT UNION   ,Y,N
273974581DUPACO,COMM DUBQUEDUPACO COMMUNITY CREDIT UNION     ,Y,Y20140709
273975098U,OF I COMM IOWA UNIVERSITY OF IOWA COMMUNITY C.U. ,Y,N20070411
273975564NORTH,IA CU MASON NORTH IOWA COMMUNITY CREDIT UNION  ,Y,N
273976369VERIDIAN,VERIDIAN CREDIT UNION       ,Y,N20141107
274070439BMO,HARRIS BANK NABMO HARRIS BANK NA    ,Y,N20141107
274070484AFFINITY,THE HUNTINGTON NATIONAL BANK      ,Y,SN20141107
274073805DOW,EMPL CU NORTHPARK COMMUNITY CREDIT UNION    ,N,Y20141107
274073834ELEMENTS,FCU ELEMENTS FINANCIAL FEDERAL CREDIT UN    ,Y,Y20150302
274073876FIN,CEN FIR ST CU FINANCIAL CENTER FIRST CREDIT UNION ,Y,Y20150107
274074037FORUM,CREDIT UNIONFORUM CREDIT UNION      ,Y,Y20141024
274074040IN,MEM CU INDIAPOLINDIANA MEMBER CREDIT UNION    ,Y,Y20141017
274086339ALLOYA,CORP FCU ALLOYA CORPORATE FEDERAL CREDIT UN   ,Y,N20141107
274970021FIRST,FSB ANGOLA FIRST FEDERAL SAVINGS BK OF ANGOLA  ,Y,N
274970050PEOP,FSB AUBURN PEOPLES FEDERAL SVGS BK - DEKALB CNT ,Y,N
274970076MAINSOURCE,BANK MAINSOURCE BANK       ,Y,N20110310
274970186MAINSOURCE,BANK MAINSOURCE BANK       ,Y,N20060713
274970225BLUE,RIVER FSB SALIN BANK & TRUST COMPANY   ,Y,N20030815
274970351FIRST,GREENSBURG FIRST FEDERAL S & L    ,Y,N
274970380FIRST,FEDERAL BK FIRST FEDERAL SAVINGS BANK    ,Y,N20000831
274970607SECURITY,FED SAV SECURITY FEDERAL SAVINGS BANK    ,Y,N20080620
274970649HOME,"BK SB MARTINSHOME BANK, SB     ",Y,N
274970681MUTUAL,BANK MUTUAL BANK       ,Y,Y20090129
274970717AMERIANA,BANK AMERIANA BANK       ,Y,N20090724
274970791FIRST,"BK RICHMOND FIRST BANK RICHMOND, N.A.    ",Y,N20141107
274970814WEST,"END BANK WEST END BANK, S.B.    ",Y,N20141107
274970827FIRST,FED SAVINGS FIRST FED SAVINGS BK    ,Y,N20140415
274970995CROSSROADS,BANK CROSSROADS BANK       ,Y,Y20081226
274972744IND,CU BLOMINGTN INDIANA UNIVERSITY CREDIT UNION    ,Y,Y20080324
274972883CENTRA,FEDERAL CU CENTRA CREDIT UNION     ,Y,Y20120605
274973141MIDWEST,AMER CU MIDWEST AMERICA FED CU    ,Y,Y20121123
274973183PROFED,FCU PROFED FEDERAL CREDIT UNION     ,Y,Y20130531
274973222THREE,RIVERS FEDERTHREE RIVERS FEDERAL CREDIT UNION    ,Y,Y20141223
274973316PARTNERS,1ST FCU PARTNERS 1ST FEDERAL CREDIT UNION   ,Y,Y20080411
274973374FORT,FINANCIAL FCUFORT FINANCIAL FCU      ,Y,N20121114
274974726SOLIDARITY,FED CU SOLIDARITY COMMUNITY FEDERAL CU    ,Y,N20140804
274975291BALL,STATE FCU BALL STATE FEDERAL CREDIT UNION   ,Y,SN20121204
274976067PURDUE,FCU PURDUE FEDERAL CREDIT UNION     ,Y,Y20120315
274976151BEACON,CU BEACON CREDIT UNION      ,Y,Y20120109
275071259EQUITABLE,"SSB HALETHE EQUITABLE BK, STATE SVGS BANK   ",Y,Y20100129
275071288GUARANTY,BK SSB GUARANTY BANK      ,Y,Y20141003
275071327PYRAMAX,"BANK PYRAMAX BANK, F.S.B.      ",Y,Y20090107
275071330BANK,MUTUAL BANK MUTUAL       ,Y,Y20030320
275071356N,"SH FSB BRKFIELD NORTH SHORE BANK, F.S.B.   ",Y,Y
275071385TCF,BK WI FSB MILWTCF NATIONAL BANK    ,Y,N20141107
275071770WATERSTONE,BANK WATERSTONE BANK       ,Y,N20080701
275079714LANDMARK,CR UN LANDMARK CREDIT UNION     ,Y,SN20150609
275080334NORTHWESTERN,NORTHWESTERN MUTUAL CREDIT UNION      ,N,Y20130521
275080525AURORA,CREDIT UN AURORA CREDIT UNION     ,Y,N20110921
275082866CORP,CENTRAL CU CORPORATE CENTRAL CREDIT UNION    ,Y,Y20020812
275970020MARATHON,SAVINGS MARATHON SAVINGS BANK      ,N,Y20141107
275970130FOX,VALLEY SAV BK FOX VALLEY SAVINGS BANK   ,Y,N20010405
275971029EAST,"WISCONSIN SB EAST WISCONSIN SAVINGS BANK, S.A.   ",N,Y20100831
275971087ANCHORBK,"SSB MADSNANCHORBANK, S.S.B.       ",Y,Y
275971113HOME,SVG BK MADISNHOME SAVINGS BANK     ,Y,N20141107
275971139FORWARD,FNCL BK FORWARD FINANCIAL BANK     ,Y,N20140909
275971692FIRST,FEDERAL BANKFIRST FEDERAL BANK OF WISCONSIN    ,Y,SY20120330
275971825WESTBURY,BANK WESTBURY BANK       ,Y,Y20120928
275971838KEYSAVINGS,WI RPDSKEYSAVINGS BANK       ,Y,SY20100311
275971854BLACKHAWK,BELOIT BLACKHAWK STATE BANK      ,Y,Y
275971906GREAT,MIDWEST SSB GREAT MIDWEST BANK S.S.B.    ,Y,Y
275976655COVANTAGE,CU COVANTAGE CREDIT UNION      ,Y,Y20121220
275977120CO-OP,CREDIT UNIONCO-OP CREDIT UNION      ,N,Y20141107
275977256FOX,COMMUNITIES CUFOX COMMUNITIES CU      ,N,Y20141107
275977489MARINE,CREDIT UN MARINE CREDIT UNION     ,Y,Y20120719
275977560FORT,COMMUNITY CU FORT COMMUNITY CREDIT UNION    ,N,Y20141107
275977832HARBOR,CREDIT UN HARBOR CREDIT UNION     ,Y,Y20130123
